Username,Review,Rating,Thumbsup,Date
CrocBain,"This review contains spoilers, click expand to view.
        
This movie just leaves you wondering if anything is even real, you wonder if the entirety of the movie is just the main characters insanity or if it's real and I think that's a beautiful thing.… Expand",10,0,"Dec  9, 2020"
Unionyur,Отличный фильм! Оценка критиков не совсем объективна.,10,0,"Dec 10, 2019"
GamergodsFail,"Joker may not fit in that well with the DC universe, but what you get out of watching it is so much more. It's a character study of a lonely, mentally ill man slowly descending into madness inside a world where only the rich matter, and thoseJoker may not fit in that well with the DC universe, but what you get out of watching it is so much more. It's a character study of a lonely, mentally ill man slowly descending into madness inside a world where only the rich matter, and those in need never have a voice. The end result is one of the most powerful, disturbingly relevant thrillers of all time.… Expand",10,0,"Dec 10, 2019"
congratulation,"This review contains spoilers, click expand to view.
        
The movie was one of the most entertaining movies of all time. It was powerful, exciting and funny. This movie was incredible enough that I got off my seat and caped for round 2 minutes. The ending took my sprite out. I was mesmerised by it great contents.… Expand",10,0,"Dec 10, 2019"
Teleman,"This review contains spoilers, click expand to view.
        
Just note down the clowns responsible for the metacritic score and make sure everyone ignores them to bankruptcy. Perhaps then they will feel the need to shoot privileged a.s,s.h,o.l,e.s such as themselves.… Expand",10,0,"Dec 12, 2019"
annbd,"Pure masterpiece! Astonishing visuals, suitable music, brilliant script, breathtaking acting. 10!",10,2,"Dec 12, 2019"
klaeman,"What an masterpiece!Unbelievable movie. An amazing story, seen from outside the Batman world, with an amazing actor. Joaquim Phoenix´s have to win an oscar",10,0,"Dec 13, 2019"
Benedickt,"Joker is an incredibly dark, sad, abnormal and heavy movie. I am glad that DC took such a risk and created a completely strange project within their films, which gives emotions that were so lacking in our time. Not only was the film aJoker is an incredibly dark, sad, abnormal and heavy movie. I am glad that DC took such a risk and created a completely strange project within their films, which gives emotions that were so lacking in our time. Not only was the film a masterpiece, but it also paid off and brought an incredible amount of profit. Honestly, as we now know, DC is making a sequel to Joker and it's very disappointing, but still, there's a chance that the sequel won't be much worse than the original.… Expand",9,0,"Dec 13, 2020"
JimmySpeaker,"2019's award-winning masterpiece, Joaquin Phoenix executes a career-defining performance in Joker. Todd Phillips, Warner Brothers, and DC come together to create one of the greatest films of the decade, and of the supervillain genre.2019's award-winning masterpiece, Joaquin Phoenix executes a career-defining performance in Joker. Todd Phillips, Warner Brothers, and DC come together to create one of the greatest films of the decade, and of the supervillain genre. Supported by excellent performances by the legendary Robert De Niro and aspiring Zazie Beetz, Joker is a beautifully crafted film in almost every respect. Swift writing, haunting cinematography, and a beautifully-written score allow Joker to be one of Hollywood's most well-rounded films in years.… Expand",9,0,"Dec 13, 2021"
Vasharal,"What I really loved about this movie was the fact that it was placed in a realistic setting, perfectly described, and made me feel more connected with the character than ever before. His madness was explainable, I think it was really a good movie.",10,0,"Dec 14, 2020"
FadedInMN,"AMAZING.  This movie's a slow burn but definitely worth the watch.  It was a great in theatre experience as well, at certain times the whole crowd would be laughing and at other times you could hear a pin drop with the suspense the crowd wasAMAZING.  This movie's a slow burn but definitely worth the watch.  It was a great in theatre experience as well, at certain times the whole crowd would be laughing and at other times you could hear a pin drop with the suspense the crowd was feeling.  Joaquin Phoenix as the Joker is my personal favorite rendition of the character now as well.  Credits to Todd Phillips for making this masterpiece.… Expand",9,0,"Dec 14, 2020"
NickeyFive,Потрясающий фильм. Обязательно к просмотру!,10,0,"Dec 15, 2019"
Bananero03,"Es una buena película, realmente te pone en la piel de personaje y te transmite un sentimiento de depresión muy pesado durante gran parte de la película, las reseñas de los ""criticos"" que la catalogan como aburrida, mala, y que puede incitarEs una buena película, realmente te pone en la piel de personaje y te transmite un sentimiento de depresión muy pesado durante gran parte de la película, las reseñas de los ""criticos"" que la catalogan como aburrida, mala, y que puede incitar a la violencia, deben ser los mismo que creen que los videojuegos te hacen violento.seguramente son los mism… Expand",10,0,"Dec 16, 2019"
h_merati,"it's unbelievable:I'm not talking about the movie itself, but the rate that critics have given to it!!!!users: 92critics: 59why?!!Has there been any other movie with 33 pionts difference between users and critics rate?",10,2,"Dec 16, 2019"
MarsElliot,"This is how movies are supposed to be made. Thoughtful, deep, and sometimes disturbing.",10,2,"Dec 16, 2019"
alisas,"superestimado, desenvolvimento lento, cenas desnecessárias, um completo nada cheio de críticas vazias e superficiais",0,1,"Dec 16, 2019"
Dixoo7,"So boring and the most overrated movie in the history of cinema, like an Avatar",2,2,"Dec 16, 2020"
vitortfv,"The film portrays not only the creation of a ""villain"", but also the loneliness of a person who wanted to be seen and respected, and how he had to revolutionize to get what he wanted.",9,0,"Dec 16, 2020"
Azimjo,"This review contains spoilers, click expand to view.
        
the best film 2019! becouse actor plays this role so proffesionally.Joker is one of those rare movies that my only regret in watching it is that I can never watch it again for the first time.The film is an excellent story of origin, departs from comics, and allows you to see the psychology of the character.… Expand",10,1,"Dec 17, 2019"
fr8train,"Easily the best movie of 2019. Critics don't like this movie because it is a personal attack on the culture of the media, and presents a different point of view that does not resonate well with that crowd. Great interpretation of theEasily the best movie of 2019. Critics don't like this movie because it is a personal attack on the culture of the media, and presents a different point of view that does not resonate well with that crowd. Great interpretation of the character, great cinematography, and a great story in general. The critics got this one completely wrong.… Expand",10,2,"Dec 17, 2019"
